;DateTime;Price
700;2023-09-28 02:00:00;92.39
701;2023-09-28 03:00:00;94.00
702;2023-09-28 04:00:00;115.56
703;2023-09-28 05:00:00;124.88
704;2023-09-28 06:00:00;129.16
705;2023-09-28 07:00:00;122.52
706;2023-09-28 08:00:00;110.39
707;2023-09-28 09:00:00;100.15
708;2023-09-28 10:00:00;97.25
709;2023-09-28 11:00:00;95.68
710;2023-09-28 12:00:00;91.20
711;2023-09-28 13:00:00;88.70
712;2023-09-28 14:00:00;86.51
713;2023-09-28 15:00:00;88.41
714;2023-09-28 16:00:00;106.07
715;2023-09-28 17:00:00;127.01
716;2023-09-28 18:00:00;138.45
717;2023-09-28 19:00:00;134.40
718;2023-09-28 20:00:00;123.50
719;2023-09-28 21:00:00;122.63
